MENU_NAME,DATA,Category
소고기육수,중기이유식 채소더해 감칠맛나는 소고기육수만들기 어젯밤도 역시나 열대야로 잠 못이루신분들 많으시죠? 네네.. 더웠어요~~~ 아침이 오히려 시원한듯하여 다들 보낸후에 청소후다닥 하고 오전에 꼬맹이 이유식까지 만들어봅니다. 이렇게 더운날은 이유식육수 만들기가 참 힘든데요. 한번 만들때 넉넉히 만들어두면 그때그때 해동해서 쓰기 좋더라구요. 지난번에 소고기만 넣은 육수에이어 오늘은 채소를 더해 좀더 진하고 더 감칠맛나는 소고기육수를 만들어 보았어요.,이유식
애호박햄크로켓,유아식으로 편식있는 아이에게...  여름제철 애호박으로 햄과 참깨 송송 들어간... 노릇 노릇 바사삭한 애호박&햄 크로켓을...! ,이유식
오니기리,유아식으로...  김가루 송송 들어간 미니 오니기리 (미니 주먹밥)을...!,이유식
치즈오므라이스,유아식으로  모짜렐라 치즈 솔솔... 전자레인지로 오므라이스를..!,이유식
두부강정,유아식식단 유아반찬 아이반찬 두부은화고버섯강정 홍우럭조림 두부요리 생선조림 4살식단 3살식단 44개월반찬 23개월반찬입니다.  우리 둘째는 그냥 두부구이는 절대 먹지 않아요. 계란찜도 그렇고요. 그래도 강정으로 하니까 양념 맛이 입에 맞는지  잘 먹었습니다.  버섯 안 좋아하는 첫째  엄마 물 주세요. 씹다가 그냥 훅 삼키는 모습도 귀엽습니다. 버섯이라고 말 안 하면 먹던데  말 안 해야겠습니다.  그리고 올해 첫 캠벨인데  차갑게 먹으니 진짜 맛있네요. 상온에 있을 때는 조금 싱거웠거든요.  제철 채소  과일이 최고의 밥상인듯합니다.,이유식
우럭조림,홍우럭은 열어  적어라고하는 빨간 물고기입니다. 대형마트에서도 구입 가능하고 담백하고 겉은 붉지만 흰살에 가까운 생선이라서 부드러워 아이들 반찬으로 딱 좋아요. 아직 무는 쓴맛이 나서 양파만 넣고 조렸습니다. ,이유식
밤호박찜,아이 반찬  유아식 식단  유아 반찬  낙지볶음  새우구이  밤호박 찜  4살 식단  3살 식단  44개월 반찬  23개월 반찬  낙지요리  새우요리입니다. 가을이 되니 확실히 먹을 반찬들이 더욱더 풍요 로워 집니다. 오늘은 심플하지만  색감은 골고루 들어 있어서 눈이 즐거워집니다.,이유식
닭개장,아이 반찬  토란 줄기 넣고 닭개장 만들기  닭개장 만드는 법 입니다 어제 토란 줄기 삶아서 볶아줬더니 아이들이 너무 잘 먹어서 오늘은 토란 줄기 먹으려고 닭개장을 끓였습니다. 제가 먹을 것  아이들이 먹을 것 따로 닭개장 만들기를 했더니 다른 반찬 하려고 하면 할 수는 있었는데  아이들 간식도 많이 먹고 해서 그냥 국만 끓였어요. 숙주도 잘 먹고 토란대도 잘 먹고  닭도 잘 먹으니  아이들이 좋아할수밖에 없는 메뉴인듯해요 닭은 영계닭 6호를 이용하였습니다.,이유식
밤호박에그프리타타,아이 반찬  유아식 식단  유아 반찬  밤호박 에그 프리타타 토란줄기볶음 병어조림 4살식단 밤호박요리 오븐요리 계란요리 생선조림 44개월반찬 23개월반찬입니다. 밤호박을 처음 썼는데 확실히 더 달고 맛있네요. 아이들도 고구마라면서 엄청 좋아했어요. 에그 프리타타는 계란찜을 물로 익히지 않고 오븐에 구운 요리입니다. 토란 줄기도 지금이 제철이니 맛있을 때 먹으면 건강하고 맛있는 반찬  제철 음식이 보약이 되겠지요. 토란줄기도 잘먹으니 한번쯤 해보면 좋을것같아요.,이유식
숙주무침,아이 반찬  유아식 식단  유아 반찬  마늘간장 새우 조림  숙주 무침  팽이 훈제오리 말이  4살 식단. 3살 식단. 새우요리. 44개월 반찬  23개월 반찬입니다. 새우를 통으로 마늘간장에 조려줬더니 우리 꼬맹이 손이 바쁩니다. 오늘은 사진 찍는데 꼬맹이 찬조 출연하네요. 그래서 새우가 점점 줄어들었습니다. 숙주도 연해서 아이들 반찬으로 좋고  싸먹는 훈제오리는 데쳐서 사용합니다. 오늘은 시간이 많이 걸리는 레시피는 아니니 충분히 만들면 좋을 것 같아요.,이유식
주먹밥,아이 반찬  유아 식판식  유아 식단  둥근 호박 들깨 볶음  삼치 주먹밥  양상추 샐러드  삼치 요리  4살 식단  3살 식단  43개월 반찬  23개월 반찬입니다. 다코야키 계획했는데  첫째가 자꾸 말 시키는 바람에  요구 사항도 많고 결국 메뉴를 바꾸었습니다. 삼치 주먹밥입니다. 삼치는 저는 바로 굽는 순살 삼치인데요. 순살 저염 삼치 구이용을 구우면 생각보다 비리진 않았어요. 역시 주먹밥은 아이들에게 사랑입니다. 삼치 주먹밥은 많이는 말고  딱 먹을 만큼만 하면 좋아요.,이유식
콩나물무침,아이 반찬  유아식 식단  유아 반찬  배추쌈  수육  콩나물무침  수제 타코야키  4살 식단  3살 식단  43개월 반찬  23개월 반찬  돼지고기 요리  오븐요리. 감자요리입니다. 오늘은 수육이랑  콩나물무침  배추쌈까지  그렇게 손이 가는 메뉴는 아니었어요. 그래서 겸사 겸사 다코야키를 만들었습니다. 식단을 구성할 때  조리방법도 다양하게 하는 것도 물론 중요하지만  동선을 고려해서 하면  시간이 단축될 수 있습니다. 오늘은  수육 하는데 올려놓고 시간이 오래 걸리니 그 사이에 다른 재료들 다 준비하면 충분히 가능합니다.,이유식
감자된장국,아이 반찬  유아식 식단  유아 반찬  갈비구이  김가루 무침  감자된장국  4살 식단  3살 식단  44개월 반찬  23개월 반찬  감자요리  쉬운 반찬 만들기입니다.,이유식
바지락칼국수,아이 반찬  바지락칼국수 끓이기  유아 반찬. 바지락 요리입니다. 얼마 전 바지락칼국수를 먹고 왔는데  꼬맹이들이 아쉬워했던 표정과  너무 잘 먹었었어요. 그래서 바지락 600g 한봉 주문해서 칼국수 끓여줬더니 너무 잘 먹었습니다. 이제 날씨가 쌀쌀해지니 해산물의 계절이라 해도 될 만큼 해산물도 맛이 올랐어요. 바지락칼국수 아이들이 너무 잘 먹었고  저는 여기에다가 칼칼하게 청양 고추 하나 넣어서 먹었습니다. 그리고 국수는 바지락 국에 삶지 않고 따로 삶아줍니다. 칼국수를 육수에 같이 삶게 되면 뭔가 모르게 걸쭉해지고 텁텁해지는 맛이 싫더라고요. 깔끔한 맛을 느끼고 싶어서 냄비 하나에 칼국수는 따로 삶았습니다. 황태채는 끓으면서 건졌고 은화고 버섯은 밑둥은 끓은후 제거하고  버섯은 잘라서 고명으로 이용하였습니다.,이유식
깻잎계란말이,아이 반찬  유아 반찬  유아식 식단  랍스터 버터 볶음  깻잎 계란말이  브로콜리숙회  4살 식단  3살 식단  계란요리  랍스터 요리입니다. 사실 요건 신랑이 일찍 와서 신랑 반찬을 왜 해 급조로 차린 식단인데  그대로 아이들이 먹어도 좋은 반찬이라서 포스팅합니다. 그날 아이들은 신랑 오기전 미리 밥을 먹은 상태였습니다. 그래서 다음날 아침 요 재료 그대로 같이 넣어서 볶음밥을 했습니다.,이유식
참치밥전,20개월 아기에게 참치를 처음 먹여보았어요! 어떻게 먹일까 야채랑 밥을 넣고 밥전을 만들었답니다. ,이유식
밤호박샐러드,아이 반찬  유아식 식단  유아 반찬  간장 고갈비  비타민 무침  밤호박 샐러드  4살 식단  3살 식단  고등어 요리  밤호박요리 44개월반찬 24개월반찬입니다. 오늘은 꼬맹이가 안 자서 저녁까지 헥헥 거리다가 저녁은 그냥 미역국 먹고 내일 아침에 먹을 반찬을 미리 만들어보았어요. 고등어나  단호박 모두 잘 먹는 식재료이니 잘 먹을듯합니다.,이유식
무국,아이 반찬  유아 반찬  유아식 식단  새우 부추전  콩나물무침  닭 무국  4살 식단  3살 식단  44개월 반찬  24개월 반찬  새우요리  닭 가슴살 요리입니다. 새우 양념 무침을 할까 하다가 그냥 아이들과 함께 먹고 싶어서 새우 부추전을 만들었어요. 우리 꼬맹이는 하원 후 간식을 너무 많이 먹어서 밥은 안 먹었고  첫째는 새우 전도 잘 먹고 닭 무국도 오랜만에 끓여줬더니 잘 먹었습니다. 모든 양념은 밥숟가락 기준입니다. 콩나물은 아이 2  엄마 1회 식사량이고  새우와 무국은 2회 식사량입니다.,이유식
멸치김가루주먹밥,아이반찬 멸치김가루주먹밥&멸치청양주먹밥아이도시락 멸치요리입니다. 몇일만에 음식하려니 왜이리 어색한지   예은예슬이네 남해여행 잘갔다가 왔습니다. 통영에서 먹었던 멸치주먹밥   아이들이 잘먹고 신랑이 오는길에 주먹밥 먹고싶다해서 오늘아침은 멸치 김가루 주먹밥입니다. 제껀 청양 고추반개 잘게 잘라 넣어서 칼칼하게 만들었습니다. 일반 멸치볶음은 물엿 기름만 넣는데 주먹밥이라서   간장과 매실청 넣습니다.,이유식
멸치강된장,아이 반찬  멸치 강된장  계란 프라이입니다. 오늘은 그냥 식단 참고용으로 보시면 좋을 거 같아요 아 이렇게 먹어도 되는구나 이 정도로요. 여행 이후  몸이 아직 컨디션이 엉망이고 재료도 없고 통영에서 먹었던 멸치쌈밥을 떠올리며 멸치로 강된장을 만들었습니다. 여행 다닐 때는 차에서 있는 시간이 길다 보니  간식을 많이 먹어서 밥은 그냥 잘 안 먹던 아이들  집에 오자마자 엄청 잘 먹기 시작합니다. 계란 프라이는 프라이팬을 구입했어요. 윤식당에서 계란 프라이 프라이팬이 핫했었는데  언제 사지 하다가 드디어 질렀습니다. 2구 짜리고 한 칸은 넓은 팬인데 계란 프라이 전용이다 보니 역시 예쁘게 프라이 됩니다. 계란 프라이는  프라이팬에 올리브유를 골고루 두르고  약불에서 코팅한 후 계란 프라이 하면 됩니다. 중불에서 어느 정도 익으면 계란이 프라이팬에서 쉽게 분리되더라고요. 그러고 나서는 뒤집어도 되고 그냥 약불로 골고루 익혀도 됩니다. 계란 프라이 종종 해먹을 것 같습니다.,이유식
바지락칼국수,아이 반찬  유아 반찬  유아식 식단  바지락칼국수  오징어 파전  오징어 요리  바지락 요리 만들기  4살 식단  3살 식단입니다. ,이유식
감자브로콜리스프,밀가루로 농도를 내는 대신 감자를 넣어 좀 더 건강한 수프를 준비해보았어요. 감자가 들어가 든든하게 드실 수 있답니다.,이유식
고구마에그슬럿,고구마 요리  고구마에그슬럿  오븐요리  계란요리  아이 반찬  브런치 만들기입니다. 이제 고구마가 제철이 되었죠. 요즘 미니 단호박 에그 슬럿이 핫한 음식 중 하나인데요. 저는 밤호박으로 에그프리타타해보니 맛있긴 엄청 맛있고 건강한 맛이었는데  에그 프리터 타는 오븐에 구은 계란찜 정도입니다 .아이들 밤을 먹어서 고구마랑 떡국으로 오늘 저녁은 마무리입니다. . 오늘은 밤호박만큼이나 맛있는 꿀고구마  계란  치즈로 에그 슬럿을 만들었습니다. 케첩 찍어 먹으니 진짜 꿀맛입니다. 브런치로도 손색없고  아이 반찬으로도 손색없는 메뉴입니다. 그리고 거기다 간단하기까지 하니  고구마가 맛있는 요즘 만들기 딱 좋습니다. 엄마가 먹어도 맛있고  아이도 맛있는 온 가족이 즐거워할 수 있는 메뉴이니 꼭 만들어보세요. 오븐이 없다면  프라이팬에서 계란 프라이를 따로 해서 삶은 고구마를 속을 조금 파내고  잘라 넣은 후 치즈를 올려서 뚜껑 덮고 치즈를 녹이면 될듯합니다.,이유식
계란말이김밥,계란말이 김밥  꼬마김밥 만들기  아이 소풍 도시락 싸기 아이 반찬   김밥 주먹밥 계란말이 김밥을 만들었어요. 계란이 김밥 밖으로 나오니 색감이 더 예뻐요 밥멉고 놀이동산 가려다 그냥 집에 있는데  꼬맹이 김밥 더 주세요 노래를 하네요 계란말이 김밥  김밥  김밥 주먹밥까지 1타 3 피입니다. 밥이 먼저 했던 밥이 생각보다 많이 남아서 김밥으로 다했습니다,이유식
시금치무침,밤 요리  밤 맛탕  쇠고기 수육  시금치무침  아이 반찬  유아 반찬  4살 식단  3살 식단  쇠고기 요리. 오븐요리  압력솥 요리입니다. 오늘 아침입니다. 밤만 미리 껍질 벗겨 놓으면 조리과정은 어렵지는 않아요.,이유식
월남쌈,월남쌈  아이 반찬  손님 초대요리 만들기  훈제오리요리입니다. 저희 아이들은 라이스페이퍼 자체는 좋아하지만  아직 생야채와는 친하지 않아요. 물론 야채를 이미 데친다는 것은 영양소가 조금은 파괴되겠지만  그거 무서워서 그냥 아예 손놓고 안 먹는 것보다는  데쳐서라도 골고루 먹이는 것이 훨씬 이롭다고 생각하기에  오늘도 저는 우리 꼬맹이들을 위해서 야채를 다 데쳤습니다.,이유식
감자스프,부드럽고  고소한 감자스프 입니다. 간편하게 만들어드세요. ,이유식
꼬막떡만두국,꼬막 요리  꼬막 떡만둣국  아이 반찬  4살 반찬  3살 반찬  국물요리 만들기  유아 반찬입니다. 꼬막 하면 무침을 흔히 생각하게 되는데요. 꼬막 비빔밥 마트에 갔을 때 보고 만들어 먹어야지 하고 샀는데 아이들이 꼬막 보고 바지락이라며 잘 먹어서 어제저녁엔 꼬막 곰보빵 밥  오늘은 아침에 떡국을 끓였습니다. 꼬막 국물에 떡국 끓이니 역시 시원했습니다. 우리 꼬맹이들 오늘도 집 밥 먹고 등원합니다,이유식
단호박죽,호박죽이 땡길때 초간단하게 해결,이유식
꼬막소보루밥,꼬막 소보루밥  아이 반찬  아이 비빔밥  유아 반찬  4살 반찬  3살 반찬  꼬막 요리 꼬막 소보루 밥을 어제저녁에 먹었고  꼬막 떡국은 오늘 아침 메뉴인데 순서가 바뀌었습니다. 소보루 밥은 보통  계란  브로콜리  당근  쇠고기를 이용하는데  요즘 브로콜리가 엄청 비싸죠? 오이로 대신하여 사용하였습니다. 어제저녁은 첫째 발레 후 떡을 많이 먹어서 배가 불러서인지 많이 먹지는 않았어요. 그래도 정말 싫어하지는 않았어요. 소보루밥은 소보루빵처럼 몽글 몽글 하다고 해서 붙여진 이림인듯합니다.,이유식
이유식,저희아이 중기이유식할때 만들어먹였던 레시피입니닷. 좋은거 골고루 많이먹이고싶어서 쌀도 현미찹쌀과 맵쌀 두종류섞고 완두콩  그리고여러가지채소  대구살 미역을넣어 만든이유식이예요.,이유식
김치볶음밥,김치볶음밥  김치요리 아이반찬 훈제오리요리유아반찬 집밥 4살반찬 3살반찬입니다 오늘아침 씻은김치무침으로 훈제오리와 볶음밥을 했어요. 훈제오리는 싸먹는 훈제오리라고 샌드위치용 햄처럼 얇게 슬라이스된 훈제오리입니다.,이유식
카레불고기,카레불고기 쌈다시마 귤주스 돼지불고기 아이반찬 유아반찬 4살식단 3살식단 유아식식단입니다. 콩나물 무침을 하려다가 시간이 안되서 귤주스로 갈아줬더니 새콤달콤 맛있네요. 카레불고기 굴소스에 보통 고춧가루를 넣곤했었는데 카레 가루를 넣어줘도 아이들은 좋아했어요 물론 저는 카레를 선호하지는 않아서 김치찜과 고기 함께먹었습니다.,이유식
닭오븐구이,닭 오븐구이 애호박 볶음 명엽채 조림 아이 반찬 유아 반찬 유아식 식단 4살식단.3살식단 오븐요리 닭요리입니다. 오늘은 모처럼 닭을 구웠습니다. 아이와 어른 함께 먹으려면  기본 재료를 이용하고 엄마 아빠는 소스를 이용하면 됩니다. 워낙 요즘은 소스가 잘 나오다 보니  닭은 그냥 오븐에 구웠고 신랑과 저는 칠리소스를 찍어 먹었어요. 김치는 저랑 신랑용 사진이고  첫째는 김치 먹겠다고 해서 씻어주었어요.,이유식
이유식,초보 아빠의 사랑을 담은 초간단 이유식!! ,이유식
이유식,자칫하면 밋밋한 죽으로 변할 수 있는 이유식에 뭘 넣으면 좋을지 고민하다가  고소한 참깨와 두부를 넣고 만들게 되었습니다.,이유식
찹쌀밤죽,밤은 비타민C가 많고 장과 위장을 튼튼하게하며 면역력을 높여주는데 효과적인 식재료로 단백질 콩과 함께 중기이유식을 섭취하면 좋다.,이유식
콩나물국,우리이쁜조카 먹일수있게 13개월용 전복콩나물국을끓여봤어요!전복말고 동태나 다른것넣어두되고 생략해도되요! 콩나물이 아삭아삭해서 먹기힘들까 걱정은 노노 ~ 말랑말랑해서 잘씹어먹어요!,이유식
이유식,쌀 박물관의 이유식 공모전을 계기로 딱 밥과 '냉장고 속 재료'만 써서 15분만에 만들어낸 우리 아가 건강식,이유식
이유식,이른둥이로 태어나 늘 애를 끓였던 우리아이♡를 위해 준비한 초기이유식이에요 :),이유식
소고기근대단호박죽,♡단호박의 주황빛 색깔과 근대의 초록빛 색깔 그리고 흑미까지 다양한 색깔의 조합도 아기들에겐 좋은 경험이 될것같아서 조합해보았어요. ♡이유식은 미니전기밥솥을 이용해요. 간편하기도 하고 이유식이 끓는 사이 아이들을 돌볼수 있어서 좋아요. 엄마아빠가 사용하는 전기밥솥을 사용해도 되고 냄비에 저으면서 끓여도 좋아요 ♡재료는 유기농을 고집하기 보다는 국내산 신선한 재료를 최대한 사용하려고 해요.  ,이유식
이유식,결혼 전엔 부엌에도 안 갔지만 이젠 아내와 아들을 위해 제법 이것저것 만듭니다. 이제는 이유식에도 도전하고 있는 초보아빠입니다! 우리아이가 우리농산물로 만든 안전든든한 이유식을 먹고 쑥쑥 크길 바랍니다!,이유식
브로콜리두유죽,아기들에게 꼭 필요한 영양소인 철분~!! 태내에 있을 때 엄마에게서 받은 철분은 5개월 이후 모두 소진이 되어 일주일에 두 번 이상 꼭 챙겨 먹어야 한다고 하지요. 영양 만점 현미에 철분이 풍부한 브로콜리와 단백질이 풍부한 두유 등을 넣어 이유식을 만들어 봤어요. 아토피 아이들에게 알러지를 유발할 수 있는 생선  견과류  고기류  유제품 등을 일체 넣지 않아 안심하고 먹일 수 있을 거예요.,이유식
쇠고기시금치배미음,찰수수는 성장기 어린이의 두뇌발달과 장운동을 원활하게 해주고  시금치는 비타민 A가 채소 중에서 가장 많고 비타민 C와 칼슘  철분이 풍부한 영양만점 이유식 재료입니다. 달콤한 배는 소화가 잘되고 겨울철 면역력 강화와 기관지에도 좋아 우리 아기 이유식으로 만들었습니다.,이유식
약밥, 약밥 만드는 법  땅콩 요리  아이 간식  압력솥 요리  찹쌀 요리 오랜만에 약밥을 만들었어요. 땅콩이 있어서 껍질 벗기고 함께 넣어 만들었습니다.  바쁜아침 입맛 없어 하는 아이들을 위해 가끔 만들어줍니다 . 특별히 이번에는 찹쌀은 물론  가을 제철 맞은 껍질 땅콩을 껍질 벗겨서 넣었습니다. 찹쌀은 탄수화물이 풍부하여   성장에 꼭 필요한 곡류중 하나입니다. 땅콩에는 비타민E를 함유하고 있어서 피부가 탄력있고  견과류로 두뇌 개발에 도움을 줍니다. 찹쌀로만 약밥을 만들었는데  맵쌀도 조금 혼합하여 만들어도 됩니다.,이유식
고구마타락죽,고구마 타락죽만들기  고구마요리 고구마타락죽만드는법  아이간식입니다.어린이집에서 고구마죽맛있었다고 해서 물어 보고 우유를 함께 넣어 고구마 타락죽을 만들었어요. 저희 아이들은 3살 4살이라서 고구마죽을 간식으로 먹었지만  후기 이유식으로도 손색이 없고  조금더 큰아이들은 꿀고구마를 이용하여 고구마 샐러드를 만들어 주면 여러가지로 활용 가능한 레시피 입니다.특별히 우리쌀에는 복합 다당류로써 탄수화물이 대부분입니다. 탄수화물은  포만감은 물론  뇌가 생각하고  뼈와 근육이 움직이는 데 필요한 모든 에너지를 지니고 있으므로 사람이 살아가는 데 있어서 가장 기본이 되는 영양소라고 할 수 있습니다(네이버 지식백과)     쌀과 함께 사용된 고구마는 식이섬유가 풍부하여 장운동을 원활히 하고 대부분이 수분으로 구성되어 있어서 혈당 지수가 낮아서 당뇨에도 사용할수 있는 착한 식재료입니다.  ,이유식
이유식,영양 맛 시각적 아토피(면역) 식감 5가지 모든 요소를 충족시키고 아토피 유아에게 도움이 될만한 이유식을만들기에 고군분투 했어요. https://blog.naver.com/elliws/221388796040  울재원군 소꼽친구 H양은 태어날때부터 아토피가 심해서 H맘이 먹거리 재료 하나하나 테스트를 거쳐서 반응이 없는 재료로 아이 음식 (이유식)을 만들었어요. 그래서 H맘에게 조언을 구했습니다. 아토피 유아에게 가장 좋은 단백질 재료는흰살생선 두부 둘 중에 흰살생선을 선택하고 비타민 무기질 재료중 유아들이 좋아하고 은은한 단맛이 나면서 소화력이 떨어지는 유아의 위장에 좋은 늙은호박으로 만들었어요. 각 개인이 일으키는 반응 물질이 워낙 다르기에 가장 보편적이고 반응이 덜한 재료를 가지고 이유식을 만들었어요. 인터넷 검색으로사용할 재료의 효능을 알아보고 궁합이 잘 맞는재료를 사용 했습니다.  생선류 호박이랑은 찰떡궁합!!  뇌발달 성장기 발육에 좋은 가자미류 해독작용 이뇨작용 위보호에 좋은 호박류 속열을 내려주는 양배추 항암 항균효과가 있는 버섯류 피부 건조증에 좋은 다시마 고단백 저칼로리  신진대사 활발한 성장기에 좋은 황태         ,이유식
대추율무죽,늦은 밤 한번씩 먹는 걸 찾는 아들 때문에 소화가 잘 되는 죽을 줍니다 평소는 소고기 죽  닭가슴살 죽을 주로 해 주었는데요 곧 이유식을 시작하는 둘째는 아토피가 심하진 않지만 조금 있어서 아토피에 좋은 음식 알아보고 만들어봤어요~,이유식
이유식,초보아빠를 위한 초간단 이유식 레시피입니다.,이유식
이유식,초보 아빠를 위한 초간단 이유식 레시피입니다. 맛과 함께 영양을 생각했습니다.,이유식
이유식, 사랑스런 우리 아기에게 건강에 좋은 우리 농수산물로 만든 이유식을 주고 싶어 만든 레시피입니다.   특히  설탕과 소금을 쓸 수 없으니 단호박에 스민 천연의 단맛과 감칠맛을 이용했는데요. 덕분에 우리 아이들 유아기 때 투정 하나 없이 이유식을 했던 기억이 납니다.   단호박은 함평단호박을 사용했습니다.   비타민 A  B  C  E 등 비타민의 보고이자  두뇌 발달에 도움을 줄 수 있는 필수 아미노산이 그득  그리고 아토피에도 효과가 있지요. 온라인쇼핑몰에서 쉽게 살 수 있습니다. 싱싱장터를 통해서 인근에서 생산된 싱싱한 농산물을 이용하는 것도 방법이겠네요.   전복은 완도의 라면전복을 사용했습니다.   한개 크기가 딱 밥숟가락 하나 정도되서 필요할때 꺼내쓰기도 좋고 가격도 저렴하거든요. 400g(20~30마리)에 15 000원 정도입니다. 온라인쇼핑몰에서 쉽게 살 수 있습니다.   성장기 아이에게 필요한 단백질  미네랄  요오드를 풍부하게 품고 있는 전복으로 단호박과의 궁합을 맞춰보았습니다.     호박과 전복은 둘다 눈을 밝게 해주는 식재료로 궁합도 잘 맞답니다.,이유식
두부버섯무른밥,두부는 콩으로 만들어서 건강한 단백질을 공급할 수 있으며 버섯은 면역력을 증진시키고 섬유소가 많아 변비해소에도 좋다.,이유식
치즈볼주먹밥,치즈는 아이의 키성장에 좋은 칼슘을 다량 함유하고 있으며 치즈에서 부족한 영양소들은 감자  호박  당근  버섯 등을 통해 골고루 섭취하면서 하나씩 아이가 스스로 집어 먹을 수 있는 한 끼 식사.,이유식
동파육,동파육 만들기  오겹살 요리  배추 찜  가지 들깨 볶음  아이 반찬  유아 반찬  유아식 식단  4살 식단  3살 식단입니다. 동파육을 만들어야지 하고 생각하면 시간이 많이 걸려요. 보쌈을 할 때  조금 넉넉히 만들고  반은 보쌈으로 먹고 반은 동파육을 하면 좋아요. 삶아 놓은 고기만 있으면 쉽게 만들 수 있는 동파육입니다. 그리고 청경채와 어울리지만  저도 그렇고 청경채보다는 배추를 더 좋아해서 노란색 속만 이용하여 쪘어요. 아이들 너무 맛있게 먹었습니다. 고추는 사진 찍을 때만 썼고  아이들은 안 주고 저는 먹었는데  홍고추가 청 양이었나 봐요. 하나씩 함께 먹으니 맛있었습니다.,이유식
이유식,처음엔 울고불고 안먹고 자지러지던 우리아기 지금은 잘먹는거라면 둘째가라면 서러운 우리아기 이유식이예요! 안먹는 아기때문에 고민이시거나  새롭고 건강한 재료의 레시피를 찾는 엄마들 여기보세요~~!!,이유식
이유식,초보 아빠를 위한 초간단 이유식 레시피입니다.,이유식
이유식,초보 아빠를 위한 초간단 이유식 레시피  중기 이유식 레시피입니다.,이유식
이유식,초보 아빠를 위한 초간단 이유식 레시피!!,이유식
표고버섯죽,요즘 제철인 표고버섯을 이용해 영양 듬뿍담긴 표고버섯죽 만들어보았어요~,이유식
이유식,이번달 돌을 맞이하는 막내딸 후기 이유식 만들어보았어요 막내라 그런지 뭐든 잘 먹는 울 딸랑구랍니다^^ 저는 중기 이후로 압렵솥을 이용해 이유식을 만들었어요 쌀도 불리지 않아도 되고 더운데 불 앞에서 오랫동안 서있지 않아도 되고 무엇보다 큰 장점은 불키고 10분정도면 이유식이 완성된다는 것!! 쉽고 간편한 압렵솥을 이용한 이유식만들기 레시피 공유할께요^^,이유식
소고기양배추애호박죽,치즈  계란 흰자  우유  게의 알러지 반응을 일으키는 아가를 위한 이유식입니다. 알러지가 난 곳이 가려워 잠을 설치고 소화장애를 앓고 있는 울아가를 위해 소화가 잘 되는 식재료를 이용하여 만들었습니다.   할머님이 양주에서 키운 쌀과 애호박으로 만든 우리 농산물 이유식입니다.  쌀은 기를 돋구어 주며 비장과 위를 튼튼하게 합니다. 또한 쌀에 들어있는 탄수화물은 소화 흡수율이 98%에 달해 다른 곡물에 비해 소화가 잘된다는 장점이 있습니다. 양배추는 비타민 B  C  U와 필수 아미노산인 라이신이 풍부해서 양배추를 꾸준히 먹으면 면연력이 높아지고 위장기능이 튼튼해집니다. 또한 섬유질이 많아 변비 예방에 효과적이며 위와 장이 튼튼해지는 채소입니다. 애호박은 영양소가 풍부하며 부드럽고 소화도 잘 되며 흡수가 잘 되기 때문에 이유식으로 사용하기에 부담 없는 채소입니다. 특히 엽산은 두뇌 발달에 좋고  레시틴은 면연력을 높이는데 좋습니다. 또한 섬유소  비타민  미네랄이 풍부하고 달콤하여 아이의 입맛을 높이는데 효과적입니다.  양배추  애호박은 사계절 내내 손쉽고 저렴하게 구할 수 있는 재료입니다.,이유식
감자죽,저염 죽이라 소화도 잘되고 부드러워서 아이들이 좋아해요,이유식
이유식,매번 소고기나 닭고기만 주다가 드디어 생선에 도전해봅니다. 연어와 애호박으로 만들어 보는 후기이유식이에요!,이유식
쌀콩소고기미역미음,아버님께서 정성스레 직접 재배하셔서 주신 신선한 재료들로 아기에게 맛있고 영양가득한 이유식을 만들기 위해 고군분투하는 다인맘이에요^^,이유식
계란죽,집에있는 재료로 쉽고 빠르게 만들 수 있는 계란죽 만들어보았어요~,이유식
소고기표고버섯무죽,아기들은 빈혈예방을 위해 매일 고기를 먹어줘야 하는데 소고기를 이용해 집에 있는 재료들로 만드는 초간단 이유식 레시피입니다.,이유식
브로콜리미음,분유만 타 먹일 때가 몹시 편했을 때였네요.. 초기이유식으로 쌀미음부터 시작  애호박미음 등 재료 하나씩만 넣어서 이것저것 맛보여 줍니다.,이유식
귀리타락죽,우리 아이에게 영양가득한 가을 이유식을 맛보게 해줄 수 있도록  국산 제철 농산물과 곡물의 왕 슈퍼푸드인 귀리를 넣어 만든 귀리타락죽 이유식 입니다. 중기 이유식은 풍부한 영양소 공급에 꼭 신경써야 하는 시기인데요. 엄마 뱃속에서 받은 영양소들을 다 소진해 버린 상태라서  이유식을 통해 성장에 필요한 단백질  비타민  철분이 포함된  균형 잡힌 영양이 필요합니다. 소화흡수와 탄수화물이 풍부한 백미와 슈퍼푸드라고 불리는 곡물의 왕 귀리는 고단백 영양식품인데다 맛도  고소해 이유식 재료에 좋습니다. 또한 일반 백미에 비해 단백질과 식이섬유가 높아  포만감이 오래 유지되고 배변 활동에 도움을 줍니다. 그리고 국산 제철농산물인 철분가득한 시금치와 단호박  칼슘 흡수율이 높고 비타민D가 풍부해서 성장기  발달에 도움을 주는 표고버섯  비타민과 무기질이 풍부한 당근을 사용하고 알레르기 없는 쌀로 만든 순식물성 라이스밀크를 사용했습니다. 이유식에 알록달록 컬러감을 줘서 아이들이 호기심있게  먹을 수 있도록 만들었습니다. ,이유식
고구마브로콜리죽,고구마와 브로콜리  쌀로 만든 초중기 이유식입니다,이유식
